date,stock_price,strike_price,time_to_maturity,option_type,theoretical_price,market_price,bid_price,ask_price,implied_volatility,volume,open_interest,risk_free_rate
2023-03-05,84.42,110,0.5,put,23.0194,22.9867,22.7565,23.2169,0.1838,37,444,0.05
2023-03-06,82.85,90,0.08,call,0.2394,0.2381,0.2357,0.2405,0.2146,58,638,0.05
2023-03-06,82.85,90,0.08,put,7.0704,7.0789,7.0082,7.1496,0.2245,38,456,0.05
2023-03-06,82.85,95,0.08,call,0.1301,0.1312,0.1299,0.1325,0.2778,46,598,0.05
2023-03-06,82.85,95,0.08,put,11.7863,11.7653,11.6474,11.8831,0.2036,54,378,0.05
2023-03-06,82.85,100,0.08,call,0.0025,0.0025,0.0025,0.0025,0.2204,44,440,0.05
2023-03-06,82.85,100,0.08,put,16.7644,16.6443,16.4766,16.8119,0.2666,58,1102,0.05
2023-03-06,82.85,105,0.08,call,0.0,0.0,0.0,0.0,0.1872,35,490,0.05
2023-03-06,82.85,105,0.08,put,21.7281,21.8784,21.6611,22.0956,0.1939,33,165,0.05
2023-03-06,82.85,110,0.08,call,0.0,0.0,0.0,0.0,0.2271,34,544,0.05
2023-03-06,82.85,110,0.08,put,26.7081,26.8027,26.5356,27.0697,0.1948,44,528,0.05
2023-03-06,82.85,90,0.25,call,1.6194,1.5944,1.5782,1.6106,0.229,41,328,0.05
2023-03-06,82.85,90,0.25,put,7.8957,7.9137,7.8348,7.9927,0.2462,41,410,0.05
2023-03-06,82.85,95,0.25,call,0.6194,0.6136,0.6074,0.6198,0.2193,51,255,0.05
2023-03-06,82.85,95,0.25,put,12.5807,12.444,12.3182,12.5699,0.3084,51,255,0.05
2023-03-06,82.85,100,0.25,call,0.5941,0.589,0.5831,0.595,0.2751,46,460,0.05
2023-03-06,82.85,100,0.25,put,16.0737,16.4765,16.3157,16.6372,0.2061,43,387,0.05
2023-03-06,82.85,105,0.25,call,0.0959,0.0968,0.0958,0.0978,0.2274,46,736,0.05
2023-03-06,82.85,105,0.25,put,20.869,21.0469,20.8382,21.2556,0.1894,44,616,0.05
2023-03-06,82.85,110,0.25,call,0.0639,0.0631,0.0625,0.0637,0.2502,37,333,0.05
2023-03-06,82.85,110,0.25,put,25.9199,26.1801,25.9209,26.4393,0.2818,31,310,0.05
2023-03-06,82.85,90,0.5,call,5.2532,5.3175,5.265,5.3701,0.3106,38,380,0.05
2023-03-06,82.85,90,0.5,put,7.9971,8.0501,7.9701,8.13,0.2149,50,950,0.05
2023-03-06,82.85,95,0.5,call,2.5103,2.4881,2.463,2.5132,0.2519,52,468,0.05
2023-03-06,82.85,95,0.5,put,10.9294,10.8086,10.6993,10.9178,0.1779,41,451,0.05
2023-03-06,82.85,100,0.5,call,0.5541,0.5593,0.5538,0.5649,0.1812,47,376,0.05
2023-03-06,82.85,100,0.5,put,16.3616,16.2221,16.0585,16.3857,0.2593,41,533,0.05
2023-03-06,82.85,105,0.5,call,1.1719,1.1726,1.1609,1.1844,0.2694,48,864,0.05
2023-03-06,82.85,105,0.5,put,21.957,21.9696,21.75,22.1891,0.3463,46,506,0.05
2023-03-06,82.85,110,0.5,call,0.805,0.8075,0.7994,0.8155,0.2771,36,180,0.05
2023-03-06,82.85,110,0.5,put,25.3786,25.4061,25.1523,25.6599,0.2894,38,418,0.05
2023-03-07,83.93,90,0.08,call,1.0788,1.0915,1.0807,1.1023,0.3213,49,735,0.05
2023-03-07,83.93,90,0.08,put,6.7049,6.6601,6.5931,6.7272,0.3094,50,400,0.05
2023-03-07,83.93,95,0.08,call,0.2495,0.2505,0.248,0.253,0.2946,62,806,0.05
2023-03-07,83.93,95,0.08,put,11.0048,10.9251,10.815,11.0351,0.3107,54,324,0.05
2023-03-07,83.93,100,0.08,call,0.1375,0.1377,0.1363,0.1391,0.3427,41,779,0.05
2023-03-07,83.93,100,0.08,put,15.7896,15.534,15.3761,15.6918,0.3317,55,385,0.05
2023-03-07,83.93,105,0.08,call,0.0064,0.0064,0.0063,0.0065,0.2815,58,348,0.05
2023-03-07,83.93,105,0.08,put,20.67,20.6296,20.4229,20.8363,0.3082,43,688,0.05
2023-03-07,83.93,110,0.08,call,0.0,0.0,0.0,0.0,0.2137,33,462,0.05
2023-03-07,83.93,110,0.08,put,25.638,25.5262,25.2698,25.7825,0.3134,40,200,0.05
2023-03-07,83.93,90,0.25,call,3.0986,3.0643,3.0334,3.0953,0.3024,52,416,0.05
2023-03-07,83.93,90,0.25,put,7.2165,7.2975,7.2253,7.3697,0.2492,47,564,0.05
2023-03-07,83.93,95,0.25,call,2.1855,2.1797,2.1578,2.2016,0.3307,53,954,0.05
2023-03-07,83.93,95,0.25,put,10.3594,10.3582,10.2546,10.4617,0.1861,49,294,0.05
2023-03-07,83.93,100,0.25,call,0.2035,0.2001,0.198,0.2021,0.2011,38,532,0.05
2023-03-07,83.93,100,0.25,put,15.7525,15.6579,15.5004,15.8155,0.2957,39,273,0.05
2023-03-07,83.93,105,0.25,call,0.3963,0.3988,0.3949,0.4028,0.2839,40,360,0.05
2023-03-07,83.93,105,0.25,put,19.8644,20.0759,19.8772,20.2745,0.2158,40,360,0.05
2023-03-07,83.93,110,0.25,call,0.1193,0.1178,0.1166,0.119,0.2636,34,238,0.05
2023-03-07,83.93,110,0.25,put,24.9754,24.8557,24.6059,25.1054,0.3043,35,455,0.05
2023-03-07,83.93,90,0.5,call,5.5485,5.531,5.4755,5.5865,0.3026,57,969,0.05
2023-03-07,83.93,90,0.5,put,6.831,6.7089,6.6406,6.7772,0.1923,46,644,0.05
2023-03-07,83.93,95,0.5,call,6.0366,5.9943,5.934,6.0547,0.3946,44,220,0.05
2023-03-07,83.93,95,0.5,put,11.9909,12.1344,12.0145,12.2543,0.2716,46,368,0.05
2023-03-07,83.93,100,0.5,call,2.5373,2.5666,2.5412,2.5919,0.2919,39,351,0.05
2023-03-07,83.93,100,0.5,put,14.5242,14.477,14.3318,14.6223,0.1983,40,320,0.05
2023-03-07,83.93,105,0.5,call,1.7178,1.7213,1.7041,1.7385,0.293,36,252,0.05
2023-03-07,83.93,105,0.5,put,18.9308,19.1304,18.9411,19.3197,0.1976,40,480,0.05
2023-03-07,83.93,110,0.5,call,0.8156,0.8173,0.8091,0.8254,0.2673,33,231,0.05
2023-03-07,83.93,110,0.5,put,24.2316,24.254,24.0117,24.4963,0.2723,38,570,0.05
2023-03-08,85.74,90,0.08,call,1.3438,1.3458,1.3324,1.3592,0.2915,59,767,0.05
2023-03-08,85.74,90,0.08,put,5.0885,5.0785,5.0276,5.1293,0.2735,59,649,0.05
2023-03-08,85.74,95,0.08,call,0.1809,0.1818,0.18,0.1837,0.2345,46,276,0.05
2023-03-08,85.74,95,0.08,put,9.1538,9.1669,9.0754,9.2585,0.2601,35,315,0.05
2023-03-08,85.74,100,0.08,call,0.0223,0.022,0.0218,0.0223,0.2306,44,308,0.05
2023-03-08,85.74,100,0.08,put,13.9098,13.7171,13.578,13.8562,0.2608,34,612,0.05
2023-03-08,85.74,105,0.08,call,0.0045,0.0044,0.0044,0.0045,0.2476,54,810,0.05
2023-03-08,85.74,105,0.08,put,18.8522,18.7917,18.6032,18.9802,0.2819,41,369,0.05
2023-03-08,85.74,110,0.08,call,0.0017,0.0017,0.0017,0.0017,0.2758,32,544,0.05
2023-03-08,85.74,110,0.08,put,23.8166,24.0789,23.8407,24.3171,0.1647,31,558,0.05
2023-03-08,85.74,90,0.25,call,3.0596,3.0793,3.0487,3.1099,0.2559,42,798,0.05
2023-03-08,85.74,90,0.25,put,6.2208,6.168,6.1058,6.2302,0.2573,54,1026,0.05
2023-03-08,85.74,95,0.25,call,0.9452,0.9463,0.9368,0.9557,0.2038,48,384,0.05
2023-03-08,85.74,95,0.25,put,8.4105,8.5284,8.4443,8.6125,0.145,53,1007,0.05
2023-03-08,85.74,100,0.25,call,0.6173,0.6264,0.6202,0.6326,0.2366,50,600,0.05
2023-03-08,85.74,100,0.25,put,13.1985,13.1522,13.0202,13.2842,0.1759,51,561,0.05
2023-03-08,85.74,105,0.25,call,0.4036,0.4021,0.3981,0.4061,0.262,39,468,0.05
2023-03-08,85.74,105,0.25,put,17.9625,17.9386,17.759,18.1182,0.1478,40,640,0.05
2023-03-08,85.74,110,0.25,call,0.0792,0.08,0.0792,0.0808,0.2294,42,336,0.05
2023-03-08,85.74,110,0.25,put,22.9044,22.8822,22.6532,23.1113,0.1852,32,416,0.05
2023-03-08,85.74,90,0.5,call,5.8402,5.9353,5.8769,5.9937,0.2787,48,912,0.05
2023-03-08,85.74,90,0.5,put,7.4044,7.5107,7.4366,7.5847,0.2592,52,832,0.05
2023-03-08,85.74,95,0.5,call,1.9965,2.0196,1.9997,2.0396,0.1854,54,378,0.05
2023-03-08,85.74,95,0.5,put,10.1356,10.0387,9.9373,10.1401,0.2414,42,588,0.05
2023-03-08,85.74,100,0.5,call,0.4549,0.4533,0.4487,0.4578,0.1439,36,648,0.05
2023-03-08,85.74,100,0.5,put,14.2578,13.9563,13.8137,14.0989,0.2638,42,798,0.05
2023-03-08,85.74,105,0.5,call,1.0429,1.0486,1.0382,1.0591,0.2288,30,540,0.05
2023-03-08,85.74,105,0.5,put,17.5215,17.6086,17.4333,17.7838,0.2155,39,741,0.05
2023-03-08,85.74,110,0.5,call,1.2439,1.2289,1.2165,1.2413,0.2818,41,656,0.05
2023-03-08,85.74,110,0.5,put,23.7357,23.8212,23.5839,24.0586,0.3413,40,400,0.05
2023-03-09,85.65,90,0.08,call,1.0368,1.0286,1.0182,1.0389,0.2579,46,368,0.05
2023-03-09,85.65,90,0.08,put,4.7444,4.7625,4.7151,4.81,0.2225,38,380,0.05
2023-03-09,85.65,95,0.08,call,0.5429,0.5489,0.5435,0.5544,0.3171,55,440,0.05
2023-03-09,85.65,95,0.08,put,9.3807,9.2924,9.1986,9.3862,0.2923,43,645,0.05
2023-03-09,85.65,100,0.08,call,0.0573,0.0569,0.0564,0.0575,0.2654,45,405,0.05
2023-03-09,85.65,100,0.08,put,14.065,14.2647,14.1241,14.4054,0.2997,55,825,0.05
2023-03-09,85.65,105,0.08,call,0.0139,0.0138,0.0137,0.014,0.2796,35,385,0.05
2023-03-09,85.65,105,0.08,put,18.9295,18.8498,18.6605,19.0391,0.2328,45,855,0.05
2023-03-09,85.65,110,0.08,call,0.0,0.0,0.0,0.0,0.172,30,480,0.05
2023-03-09,85.65,110,0.08,put,23.9074,23.5241,23.2851,23.7632,0.1657,35,490,0.05
2023-03-09,85.65,90,0.25,call,1.451,1.4656,1.4511,1.4801,0.1593,57,399,0.05
2023-03-09,85.65,90,0.25,put,5.0958,5.2563,5.2053,5.3072,0.1855,59,413,0.05
2023-03-09,85.65,95,0.25,call,2.3171,2.3171,2.2939,2.3403,0.3053,49,784,0.05
2023-03-09,85.65,95,0.25,put,9.4242,9.4776,9.3834,9.5719,0.2302,47,846,0.05
2023-03-09,85.65,100,0.25,call,0.4468,0.4516,0.4471,0.456,0.2176,47,893,0.05
2023-03-09,85.65,100,0.25,put,13.2322,13.3417,13.2093,13.474,0.1644,40,200,0.05
2023-03-09,85.65,105,0.25,call,0.252,0.247,0.2444,0.2495,0.2371,37,592,0.05
2023-03-09,85.65,105,0.25,put,18.5519,18.3557,18.1702,18.5412,0.2785,54,1026,0.05
2023-03-09,85.65,110,0.25,call,0.2533,0.2553,0.2527,0.2578,0.2812,42,630,0.05
2023-03-09,85.65,110,0.25,put,23.269,23.0206,22.7879,23.2533,0.2886,41,738,0.05
2023-03-09,85.65,90,0.5,call,3.9259,3.9515,3.9122,3.9907,0.2011,52,728,0.05
2023-03-09,85.65,90,0.5,put,7.6176,7.606,7.5298,7.6821,0.2661,48,480,0.05
2023-03-09,85.65,95,0.5,call,3.8823,3.8801,3.8413,3.919,0.2717,42,714,0.05
2023-03-09,85.65,95,0.5,put,11.4397,11.437,11.3226,11.5514,0.2957,39,195,0.05
2023-03-09,85.65,100,0.5,call,1.9063,1.8908,1.8717,1.9098,0.2363,48,624,0.05
2023-03-09,85.65,100,0.5,put,13.7377,13.6874,13.55,13.8248,0.2338,35,420,0.05
2023-03-09,85.65,105,0.5,call,1.4904,1.4978,1.4829,1.5127,0.2588,41,205,0.05
2023-03-09,85.65,105,0.5,put,19.294,19.3921,19.1992,19.585,0.3176,45,225,0.05
2023-03-09,85.65,110,0.5,call,1.0567,1.0546,1.044,1.0652,0.2692,48,240,0.05
2023-03-09,85.65,110,0.5,put,22.5579,21.8321,21.6065,22.0577,0.2592,32,480,0.05
2023-03-10,87.02,90,0.08,call,1.5141,1.4893,1.4742,1.5045,0.2626,42,672,0.05
2023-03-10,87.02,90,0.08,put,3.3327,3.3317,3.2983,3.365,0.1723,40,520,0.05
2023-03-10,87.02,95,0.08,call,0.7962,0.7982,0.7902,0.8062,0.3213,46,874,0.05
2023-03-10,87.02,95,0.08,put,7.9124,8.0148,7.9356,8.0939,0.2386,39,741,0.05
2023-03-10,87.02,100,0.08,call,0.1125,0.1123,0.1112,0.1135,0.2711,35,175,0.05
2023-03-10,87.02,100,0.08,put,12.6213,12.7003,12.5741,12.8265,0.2323,59,826,0.05
2023-03-10,87.02,105,0.08,call,0.0064,0.0063,0.0063,0.0064,0.2388,38,266,0.05
2023-03-10,87.02,105,0.08,put,17.5633,17.293,17.1174,17.4686,0.2403,37,185,0.05
2023-03-10,87.02,110,0.08,call,0.0006,0.0006,0.0006,0.0006,0.2407,45,765,0.05
2023-03-10,87.02,110,0.08,put,22.5375,22.5331,22.3077,22.7585,0.2479,43,430,0.05
2023-03-10,87.02,90,0.25,call,3.6044,3.5718,3.5357,3.6078,0.2551,55,935,0.05
2023-03-10,87.02,90,0.25,put,5.6554,5.59,5.5334,5.6465,0.2663,49,490,0.05
2023-03-10,87.02,95,0.25,call,2.0111,2.007,1.9869,2.0272,0.2575,58,812,0.05
2023-03-10,87.02,95,0.25,put,10.5306,10.5081,10.4028,10.6134,0.3656,36,180,0.05
2023-03-10,87.02,100,0.25,call,0.4639,0.4651,0.4604,0.4697,0.2012,47,752,0.05
2023-03-10,87.02,100,0.25,put,12.3724,12.6027,12.479,12.7264,0.2206,46,506,0.05
2023-03-10,87.02,105,0.25,call,0.5355,0.5441,0.5387,0.5494,0.2638,47,846,0.05
2023-03-10,87.02,105,0.25,put,17.8738,17.9612,17.7825,18.1399,0.3343,50,950,0.05
2023-03-10,87.02,110,0.25,call,0.0318,0.0312,0.0309,0.0316,0.191,50,500,0.05
2023-03-10,87.02,110,0.25,put,21.6723,21.3463,21.1295,21.563,0.2097,39,468,0.05
2023-03-10,87.02,90,0.5,call,6.0871,6.0461,5.9852,6.107,0.2623,55,330,0.05
2023-03-10,87.02,90,0.5,put,8.5923,8.6286,8.5427,8.7145,0.3338,48,288,0.05
2023-03-10,87.02,95,0.5,call,2.5911,2.5621,2.5362,2.5881,0.1936,49,637,0.05
2023-03-10,87.02,95,0.5,put,9.7615,9.7923,9.6947,9.8899,0.2595,52,728,0.05
2023-03-10,87.02,100,0.5,call,2.3785,2.3894,2.3656,2.4132,0.2419,32,544,0.05
2023-03-10,87.02,100,0.5,put,12.6738,12.6944,12.5676,12.8211,0.2316,40,200,0.05
2023-03-10,87.02,105,0.5,call,2.842,2.8156,2.7872,2.844,0.3151,50,800,0.05
2023-03-10,87.02,105,0.5,put,18.0551,18.0104,17.8298,18.1909,0.3066,44,264,0.05
2023-03-10,87.02,110,0.5,call,0.8973,0.8877,0.8788,0.8967,0.2432,45,405,0.05
2023-03-10,87.02,110,0.5,put,20.4274,20.3496,20.1453,20.5539,0.1658,40,400,0.05
2023-03-11,87.53,90,0.08,call,1.731,1.7369,1.7196,1.7543,0.2657,46,644,0.05
2023-03-11,87.53,90,0.08,put,4.049,3.9979,3.9574,4.0384,0.2872,58,464,0.05
2023-03-11,87.53,95,0.08,call,0.1552,0.1546,0.153,0.1561,0.1885,55,495,0.05
2023-03-11,87.53,95,0.08,put,7.2665,7.2983,7.2256,7.371,0.1936,35,490,0.05
2023-03-11,87.53,100,0.08,call,0.1939,0.1916,0.1896,0.1935,0.2918,40,400,0.05
2023-03-11,87.53,100,0.08,put,12.1021,12.2307,12.1097,12.3517,0.2102,57,456,0.05
2023-03-11,87.53,105,0.08,call,0.0069,0.0068,0.0068,0.0069,0.2338,43,602,0.05
2023-03-11,87.53,105,0.08,put,17.1202,16.6402,16.469,16.8114,0.3112,42,294,0.05
2023-03-11,87.53,110,0.08,call,0.0,0.0,0.0,0.0,0.1968,48,528,0.05
2023-03-11,87.53,110,0.08,put,22.0376,21.7016,21.4812,21.922,0.2769,37,703,0.05
2023-03-11,87.53,90,0.25,call,3.8696,3.8218,3.7831,3.8605,0.2568,40,400,0.05
2023-03-11,87.53,90,0.25,put,4.0199,3.9953,3.9551,4.0355,0.1876,39,546,0.05
2023-03-11,87.53,95,0.25,call,2.6797,2.7274,2.7006,2.7542,0.2898,46,828,0.05
2023-03-11,87.53,95,0.25,put,8.4695,8.5043,8.4197,8.589,0.2581,60,1080,0.05
2023-03-11,87.53,100,0.25,call,0.5255,0.5333,0.528,0.5385,0.2013,51,969,0.05
2023-03-11,87.53,100,0.25,put,11.242,11.1811,11.0687,11.2935,0.1,52,884,0.05
2023-03-11,87.53,105,0.25,call,0.4422,0.4419,0.4375,0.4463,0.2449,43,344,0.05
2023-03-11,87.53,105,0.25,put,16.7208,16.6051,16.4379,16.7723,0.2593,48,432,0.05
2023-03-11,87.53,110,0.25,call,0.1204,0.1217,0.1205,0.1229,0.2268,38,342,0.05
2023-03-11,87.53,110,0.25,put,21.2403,21.2895,21.0771,21.5019,0.2311,47,470,0.05
2023-03-11,87.53,90,0.5,call,6.3555,6.3132,6.2497,6.3768,0.2624,41,779,0.05
2023-03-11,87.53,90,0.5,put,7.6098,7.7141,7.638,7.7902,0.3033,49,245,0.05
2023-03-11,87.53,95,0.5,call,6.4338,6.3734,6.3091,6.4377,0.3456,61,671,0.05
2023-03-11,87.53,95,0.5,put,7.1212,7.1528,7.0816,7.224,0.1596,53,742,0.05
2023-03-11,87.53,100,0.5,call,1.8724,1.8755,1.8568,1.8943,0.2104,53,795,0.05
2023-03-11,87.53,100,0.5,put,12.6609,12.7274,12.6008,12.854,0.2483,50,650,0.05
2023-03-11,87.53,105,0.5,call,0.1784,0.1803,0.1785,0.1821,0.1335,32,256,0.05
2023-03-11,87.53,105,0.5,put,15.2611,15.1645,15.0119,15.3171,0.1579,36,468,0.05
2023-03-11,87.53,110,0.5,call,0.9888,0.9965,0.9866,1.0063,0.245,38,304,0.05
2023-03-11,87.53,110,0.5,put,20.5285,20.2304,20.0251,20.4357,0.2283,34,238,0.05
2023-03-12,86.65,90,0.08,call,0.5287,0.5208,0.5155,0.5261,0.1607,42,546,0.05
2023-03-12,86.65,90,0.08,put,4.3428,4.306,4.2625,4.3494,0.259,57,912,0.05
2023-03-12,86.65,95,0.08,call,0.5863,0.581,0.5752,0.5869,0.2984,51,459,0.05
2023-03-12,86.65,95,0.08,put,8.6268,8.5545,8.4682,8.6408,0.3099,47,705,0.05
2023-03-12,86.65,100,0.08,call,0.0073,0.0073,0.0072,0.0073,0.1894,47,846,0.05
2023-03-12,86.65,100,0.08,put,13.0534,13.1159,12.9854,13.2465,0.2734,48,240,0.05
2023-03-12,86.65,105,0.08,call,0.0106,0.0109,0.0108,0.011,0.2573,41,533,0.05
2023-03-12,86.65,105,0.08,put,17.9931,18.0325,17.8526,18.2125,0.3222,38,532,0.05
2023-03-12,86.65,110,0.08,call,0.0002,0.0002,0.0002,0.0002,0.2262,27,243,0.05
2023-03-12,86.65,110,0.08,put,22.9161,22.6224,22.3932,22.8515,0.2893,45,450,0.05
2023-03-12,86.65,90,0.25,call,3.029,3.0287,2.9984,3.059,0.2313,48,288,0.05
2023-03-12,86.65,90,0.25,put,4.6464,4.7295,4.683,4.7759,0.1951,52,624,0.05
2023-03-12,86.65,95,0.25,call,1.4779,1.4769,1.4621,1.4916,0.2283,54,540,0.05
2023-03-12,86.65,95,0.25,put,9.5375,9.5458,9.4504,9.6412,0.2883,57,285,0.05
2023-03-12,86.65,100,0.25,call,0.4107,0.4135,0.4093,0.4176,0.1996,54,1026,0.05
2023-03-12,86.65,100,0.25,put,13.0582,13.0609,12.9303,13.1914,0.2565,50,850,0.05
2023-03-12,86.65,105,0.25,call,0.7515,0.7541,0.7466,0.7616,0.2946,42,252,0.05
2023-03-12,86.65,105,0.25,put,17.8071,17.7568,17.5788,17.9349,0.2957,39,351,0.05
2023-03-12,86.65,110,0.25,call,0.1004,0.1008,0.0998,0.1018,0.2289,36,288,0.05
2023-03-12,86.65,110,0.25,put,22.3564,22.5906,22.367,22.8142,0.2923,30,240,0.05
2023-03-12,86.65,90,0.5,call,6.8275,6.7144,6.6462,6.7827,0.3005,53,265,0.05
2023-03-12,86.65,90,0.5,put,8.9993,9.1071,9.0171,9.1971,0.3432,51,969,0.05
2023-03-12,86.65,95,0.5,call,4.7952,4.8048,4.7568,4.8527,0.2938,44,792,0.05
2023-03-12,86.65,95,0.5,put,9.1863,9.2175,9.1256,9.3094,0.2252,33,264,0.05
2023-03-12,86.65,100,0.5,call,1.8586,1.8512,1.8326,1.8698,0.221,47,799,0.05
2023-03-12,86.65,100,0.5,put,15.0009,14.7841,14.6341,14.9341,0.3272,51,408,0.05
2023-03-12,86.65,105,0.5,call,1.8504,1.8359,1.8174,1.8544,0.2681,39,429,0.05
2023-03-12,86.65,105,0.5,put,19.1423,19.2379,19.0465,19.4293,0.3465,36,648,0.05
2023-03-12,86.65,110,0.5,call,0.7272,0.7275,0.7202,0.7348,0.233,40,440,0.05
2023-03-12,86.65,110,0.5,put,21.5859,21.8077,21.5918,22.0236,0.2511,35,490,0.05
2023-03-13,87.15,90,0.08,call,1.6288,1.6439,1.6277,1.6602,0.27,57,1083,0.05
2023-03-13,87.15,90,0.08,put,4.0372,4.0299,3.9895,4.0703,0.2612,50,400,0.05
2023-03-13,87.15,95,0.08,call,0.5509,0.5453,0.5398,0.5508,0.2791,49,490,0.05
2023-03-13,87.15,95,0.08,put,7.9032,7.9654,7.8864,8.0444,0.2584,56,952,0.05
2023-03-13,87.15,100,0.08,call,0.0062,0.0062,0.0062,0.0063,0.1793,48,816,0.05
2023-03-13,87.15,100,0.08,put,12.5279,12.7063,12.581,12.8316,0.2515,43,559,0.05
2023-03-13,87.15,105,0.08,call,0.0715,0.0711,0.0704,0.0718,0.3207,53,318,0.05
2023-03-13,87.15,105,0.08,put,17.4343,17.4289,17.2546,17.6033,0.227,37,407,0.05
2023-03-13,87.15,110,0.08,call,0.0115,0.0117,0.0116,0.0118,0.3082,42,294,0.05
2023-03-13,87.15,110,0.08,put,22.4103,22.4098,22.1857,22.6339,0.2098,37,259,0.05
2023-03-13,87.15,90,0.25,call,2.6539,2.7264,2.6999,2.753,0.1966,57,855,0.05
2023-03-13,87.15,90,0.25,put,4.5526,4.6293,4.5838,4.6749,0.2064,55,550,0.05
2023-03-13,87.15,95,0.25,call,1.4281,1.4236,1.4094,1.4379,0.2155,47,705,0.05
2023-03-13,87.15,95,0.25,put,8.4448,8.4986,8.4142,8.5831,0.2393,56,728,0.05
2023-03-13,87.15,100,0.25,call,0.7119,0.7094,0.7023,0.7165,0.2262,42,462,0.05
2023-03-13,87.15,100,0.25,put,13.6298,13.7358,13.5995,13.8721,0.3333,47,517,0.05
2023-03-13,87.15,105,0.25,call,0.144,0.141,0.1396,0.1425,0.1965,49,833,0.05
2023-03-13,87.15,105,0.25,put,16.6992,16.6933,16.5264,16.8603,0.199,33,165,0.05
2023-03-13,87.15,110,0.25,call,0.0554,0.0559,0.0554,0.0565,0.2046,38,570,0.05
2023-03-13,87.15,110,0.25,put,21.5457,21.6252,21.4098,21.8407,0.2083,32,224,0.05
2023-03-13,87.15,90,0.5,call,3.7515,3.76,3.7225,3.7975,0.1645,46,782,0.05
2023-03-13,87.15,90,0.5,put,6.7562,6.8149,6.7473,6.8824,0.2613,46,414,0.05
2023-03-13,87.15,95,0.5,call,3.9827,4.0239,3.9841,4.0638,0.2512,38,532,0.05
2023-03-13,87.15,95,0.5,put,9.3059,9.3799,9.2869,9.473,0.2436,58,406,0.05
2023-03-13,87.15,100,0.5,call,1.4582,1.4599,1.4453,1.4744,0.1937,45,765,0.05
2023-03-13,87.15,100,0.5,put,12.8496,12.9222,12.7937,13.0507,0.2446,38,570,0.05
2023-03-13,87.15,105,0.5,call,2.6344,2.6281,2.6017,2.6544,0.3031,45,405,0.05
2023-03-13,87.15,105,0.5,put,16.1913,16.1437,15.9817,16.3056,0.2064,51,510,0.05
2023-03-13,87.15,110,0.5,call,0.9686,0.9649,0.9552,0.9746,0.2473,53,530,0.05
2023-03-13,87.15,110,0.5,put,21.6895,21.7588,21.5419,21.9757,0.287,45,540,0.05
2023-03-14,89.29,90,0.08,call,2.7048,2.7015,2.6744,2.7285,0.2848,59,413,0.05
2023-03-14,89.29,90,0.08,put,3.0748,3.0584,3.0277,3.0892,0.2872,59,767,0.05
2023-03-14,89.29,95,0.08,call,0.9935,1.0077,0.9978,1.0177,0.2811,48,768,0.05
2023-03-14,89.29,95,0.08,put,5.5107,5.5067,5.4516,5.5618,0.157,53,265,0.05
2023-03-14,89.29,100,0.08,call,0.1339,0.1355,0.1341,0.1368,0.2359,48,720,0.05
2023-03-14,89.29,100,0.08,put,10.3841,10.4447,10.3408,10.5485,0.2124,48,288,0.05
2023-03-14,89.29,105,0.08,call,0.0147,0.0146,0.0144,0.0147,0.2282,51,918,0.05
2023-03-14,89.29,105,0.08,put,15.5286,15.4958,15.3405,15.651,0.3557,37,222,0.05
2023-03-14,89.29,110,0.08,call,0.0004,0.0004,0.0004,0.0004,0.2089,46,828,0.05
2023-03-14,89.29,110,0.08,put,20.2712,20.217,20.0142,20.4197,0.2527,33,462,0.05
2023-03-14,89.29,90,0.25,call,5.8204,5.7834,5.7252,5.8416,0.3161,40,200,0.05
2023-03-14,89.29,90,0.25,put,3.681,3.6131,3.5763,3.6499,0.2186,46,874,0.05
2023-03-14,89.29,95,0.25,call,2.0005,1.9704,1.9504,1.9904,0.2108,49,392,0.05
2023-03-14,89.29,95,0.25,put,6.7707,6.7847,6.717,6.8524,0.2257,51,561,0.05
2023-03-14,89.29,100,0.25,call,0.5847,0.5781,0.5722,0.5839,0.1827,54,270,0.05
2023-03-14,89.29,100,0.25,put,10.4847,10.6941,10.5893,10.799,0.2211,48,480,0.05
2023-03-14,89.29,105,0.25,call,1.3134,1.3041,1.2909,1.3172,0.309,42,210,0.05
2023-03-14,89.29,105,0.25,put,15.6726,15.7994,15.6427,15.9561,0.3054,43,215,0.05
2023-03-14,89.29,110,0.25,call,0.7614,0.7601,0.7525,0.7677,0.3116,45,810,0.05
2023-03-14,89.29,110,0.25,put,19.4374,19.3162,19.1218,19.5105,0.2017,35,665,0.05
2023-03-14,89.29,90,0.5,call,4.8915,4.9002,4.8512,4.9491,0.1638,60,840,0.05
2023-03-14,89.29,90,0.5,put,5.9645,6.0485,5.9888,6.1081,0.2685,56,560,0.05
2023-03-14,89.29,95,0.5,call,4.7091,4.751,4.7039,4.7981,0.2437,41,246,0.05
2023-03-14,89.29,95,0.5,put,7.5401,7.5262,7.4508,7.6017,0.2225,48,384,0.05
2023-03-14,89.29,100,0.5,call,3.6541,3.6143,3.5777,3.6508,0.2669,41,697,0.05
2023-03-14,89.29,100,0.5,put,10.6577,10.7078,10.6012,10.8144,0.2129,51,255,0.05
2023-03-14,89.29,105,0.5,call,2.2213,2.1946,2.1724,2.2169,0.2552,50,600,0.05
2023-03-14,89.29,105,0.5,put,15.0705,14.8995,14.7488,15.0502,0.2418,48,624,0.05
2023-03-14,89.29,110,0.5,call,1.3046,1.3076,1.2945,1.3206,0.248,43,473,0.05
